Word,Meaning,Pinyin,Example,Translation
涮火锅,lẩu nhúng,shuàn huǒguō,,
奖金,tiền thưởng,jiǎng jīn,,
休息,nghỉ ngơi,xiūxí,走累了，找个地方休息 休息。,"đi mệt rồi, tìm chỗ nào nghỉ ngơi một tý."
深,sâu,shēn,深耕。,thâm canh.
火,lửa,huǒ,火光,ánh lửa
合并,"hợp lại, hợp nhất",hébìng,合并机构,sát nhập cơ quan.
电脑,máy tính,diànnǎo,笔记本电脑,máy tính xách tay
叙述,tự thuật,xù shù,,
作业,bài tập về nhà,zuòyè,课外作业,bài tập ở nhà
卡通,hoạt hình,kǎtōng,,
互相,lẫn nhau,hùxiāng,互相尊重,tôn trọng lẫn nhau
五,"năm, số năm",wǔ,,
数目,số,shùmù,你数好以后，就把数目告诉他。,"sau khi anh đếm xong, báo con số cho anh ấy."
镇静,trấn tĩnh,zhènjìng,故作镇静。,cố làm ra vẻ trấn tĩnh
跟,"với, theo, cùng",gēn,脚后跟,gót chân
彻底,"triệt để, hoàn toàn",chèdǐ,彻底改正错误。,sửa sai rốt ráo.
幼稚,"non nớt, ấu trĩ",yòuzhì,幼稚的想法。,cách suy nghĩ ấu trĩ
资源,taài nguyên,zīyuán,地下资源,nguồn tài nguyên dưới lòng đất
收入,"lợi tức, thu nhập",shōurù,财政收入。,thu nhập tài chánh.
椭圆,hình bầu dục,tuǒyuán,,
股票,cổ phiếu,gǔpiào,,
构思,"ý nghĩ, ý kiến, tư tưởng",gòusī,构思精巧,cấu tứ tinh xảo
辉煌,"huy hoàng, rực rõ, xán lạn",huīhuáng,灯火辉煌,ánh đèn rực rỡ
旧,cũ,jiù,旧时代。,thời đại xưa.
名字,tên,míngzì,,
灾害,"tai họa, thiên tai, tai nạn",zāihài,,
局限,"hạn chế, giới hạn",júxiàn,局限性。,tính hạn chế.
多么,"biết bao, bao nhiêu",duōme,洛阳离 这里有多么远?,Lạc Dương cách đây bao xa?
凹凸,"lồi lõm, gồ ghề",āotú,,
利害,"lợi hại, ghê gớm",lìhài,不计利害。,không tính đến lợi hại.
代理,đại lý,dàilǐ,代理厂长,quyền xưởng trưởng.
步骤,"bước đi, trình tự",bùzhòu,有计划、有步骤地开展工作。,"triển khai công việc có kế hoạch, có trình tự"
名誉,danh dự,míngyù,爱惜名誉。,quý trọng danh dự.
起来,"lên, dậy",qǐlái,你起来，让老太太坐下。,"anh hãy đứng dậy, để bà cụ ngồi."
考验,"khảo nghiệm, thử thách",kǎoyàn,革命战争考验了他。,đấu tranh cách mạng đã thử thách anh ấy.
决心,quyết tâm,juéxīn,决心书。,quyết tâm thư.
祖父,ông nội,zǔfù,,
使,"làm, khiến cho",shǐ,使唤。,sai bảo.
爱戴,"yêu quý, kính yêu",àidài,,
赶快,"nhanh, mau lên",gǎnkuài,时间不早了，我们赶快走吧。,"tối rồi, chúng ta đi nhanh lên."
徒弟,đồ đệ,túdì,,
醋,giấm,cù,醋 意。,ý ghen tuông.
性质,tính chất,xìngzhì,,
难免,là không thể tránh khỏi,nánmiǎn,没有经验，就难免要犯错误。,không có kinh nghiệm thì khó tránh sai lầm.
抢救,giải thoát,qiǎngjiù,抢救伤员。,cấp cứu thương binh.
实事求是,,shíshìqiúshì,,
反动,phản động,fǎndòng,反动阶级,giai cấp phản động
了,rồi,le,这个小组受到了表扬。,tổ này đã được tuyên dương.
材料,vật liệu,cáiliào,不到十年的功夫，种的树全成材料啦。,"không đến mười năm chăm sóc, mà cây trồng đã có thể lấy gỗ được rồi."
发烧,cơn sốt,fāshāo,,
善于,giỏi về,shànyú,善于辞令。,có sở trường về giao thiệp; khéo ăn nói.
总之,"nói chung, tóm lại",zǒngzhī,政治、文化、科学、艺术，总之，一切上层建筑都是跟社会的经济基础分不开的。,"chính trị, văn hóc, khoa học, kỹ thuật, nói chung toàn bộ kiến trúc thượng tầng không thể tách rời khỏi cơ sở nền kinh tế xã hội."
扁,bằng phẳng,biǎn,扁圆,bầu dục
甚至,thậm chí,shènzhì,大院里四十多岁甚至六十多岁的老年人也参加了读报小组。,"trong đại viện, những người già 40 tuổi, thậm chí 60 tuổi cũng tham gia vào tổ đọc báo."
实施,thực hiện,shíshī,,
去,đi,qù,去国。,rời bỏ tổ quốc.
作文,"viết văn,làm văn",zuòwén,作文比赛,thi viết văn
减肥,"giảm béo, giảm cân",jiǎnféi,,
防守,phòng thủ,fángshǒu,防守军事重镇,phòng thủ trấn thành quân sự trọng yếu.
确立,thiết lập,quèlì,确立制度。,xác lập chế độ.
华丽,tráng lệ,huálì,服饰华丽,ăn mặc lộng lẫy.
资本,vốn,zīběn,政治资本,tư sản chính trị
答辩,"bào chữa, biện hộ, biện luận",dábiàn,法庭上允许被告答辩。,toà án cho phép bị cáo tự bào chữa.
测量,đo lường,cèliáng,测量水温。,đo nhiệt độ nước
疾病,"đau ốm, bệnh tật",jíbìng,预防疾病。,phòng bệnh.
谋求,tìm kiếm,móuqiú,谋求解决办法。,tìm kiếm phương pháp giải quyết; tìm cách giải quyết.
内容,nội dung,nèiróng,这次谈话的内容牵涉的面很广。,nội dung của cuộc nói chuyện lần này đề cập đến một khía cạnh rất rộng.
油漆,sơn dầu,yóuqī,把门窗油漆一下。,"quét sơn các cửa sổ, cửa lớn đi."
窗帘,màn,chuānglián,,
名胜古迹,danh lam thắng cảnh,míngshèng gǔjī,,
失败,thất bại,shībài,非正义的战争注定是要失败的。,chiến tranh phi nghĩa nhất định sẽ bị thất bại.
万一,"vạn nhất, ngộ nhỡ",wàn yī,笔墨不能形容其万一。,bút mực không thể nào tả được những phần cực nhỏ.
摔,"ném, rơi",shuāi,摔交。,ngã.
当时,"lúc đó, khi đó",dāngshí,当时不清楚，事后才知道。,"lúc đó không rõ, sau này mới biết."
刮风,nhiều gió,guā fēng,,
节目,tiết mục,jiémù,节目单。,bảng tiết mục.
认为,"cho rằng, nghĩ rằng",rènwéi,我认为他可以担任这项工作。,tôi cho rằng anh ấy có thể đảm nhiệm được công việc này.
重点,troọng điệm,zhòngdiǎn,重点试验区,khu thí nghiệm trọng điểm.
非,không,fēi,是非,phải trái; đúng sai
改进,cải tiến,gǎijìn,改进工作,cải tiến công việc.
某,một số,mǒu,张某。,Trương Mỗ.
迫不及待,không thể chờ đợi,pòbùjídài,,
参加,tham gia,cānjiā,参加工会。,gia nhập công đoàn
使用,"dùng, sử dụng",shǐyòng,使用干部。,sử dụng cán bộ.
得意,"kiêu ngạo, đắc ý",déyì,得意门生,hài lòng về học trò
毫无,không hề,háo wú,,
元,nhân dân tệ,yuán,元始,bắt đầu
挑衅,khiêu khích,tiǎoxìn,武装挑衅,khiêu khích quân sự
长,dài,zhǎng,这条路很长。,con đường này rất dài.
它,"nó (chỉ động vật, thứ đồ)",tā,这杯牛奶你喝了它。,ly sữa này anh uống nó đi.
晋升,"thăng tiến, thăng chức",jìnshēng,,
标题,tiêu đề,biāotí,,
丈夫,chồng,zhàngfū,大丈夫,đại trượng phu
准备,chuẩn bị,zhǔnbèi,精神准备,chuẩn bị tinh thần
统筹兼顾,tính toán mọi bề,tǒngchóu jiāngù,,
成心,"thành tâm, cố ý, cố tình",chéng xīn,,
启程,"khởi hành, lên đường",qǐchéng,明天启程前往广州。,Ngày mai lên đường đi Quảng Châu.
昌盛,"huưng thịnh, hưng vượng",chāngshèng,把祖国建设成为一个繁荣昌盛的社会主义国家。,xây dựng quê hương thành một nước xã hội chủ nghĩa phồn vinh hưng thịnh.
胃口,"khẩu vị, sở thích",wèikǒu,胃口不好,ăn uống không ngon
大厦,tòa nhà,dàshà,,
主动,chủ động,zhǔdòng,主动性,tính chủ động
暂时,tạm thời,zhànshí,暂时借用,mượn dùng tạm thời
太阳,mặt trời,tàiyáng,太阳每天都要和我们见面，哪怕是阴天，或者下雨天。,"Mỗi ngày chúng ta đều gặp mặt trời, dù là trời râm hay trời mưa."
取消,hủy bỏ,qǔxiāo,取消资格。,xoá bỏ tư cách.
逢,"gặp mặt, gặp nhau",féng,相逢,tương phùng; gặp nhau; gặp gỡ.
年,năm,nián,今年。,năm nay.
刊登,"đăng, xuất bản, công bố",kāndēng,刊登消息。,đăng tin tức.
英雄,anh hùng,yīngxióng,英雄好汉,anh hùng hảo hán
改善,cải thiện,gǎishàn,改善生活,cải thiện cuộc sống
思索,suy nghĩ,sīsuǒ,思索问题。,suy nghĩ vấn đề.
电梯,thang máy,diàntī,,
倾向,xu hướng,qīngxiàng,这两种意见中我比较倾向于前一种。,"trong hai ý kiến này, tôi thiên về ý kiến trước hơn."
精简,"rút gọn, tinh giản",jīngjiǎn,精简节约。,tinh giản tiết kiệm.
巩固,"củng cố, làm cho kiên cố",gǒnggù,基础巩固,cơ sở trung kiên
幸亏,"may mắn tay,may mà",xìngkuī,我幸亏走得早，才没叫雨淋了。,"may mà tôi đi sớm, mới khỏi ướt mưa"
往返,qua lại,wǎngfǎn,往返奔走,chạy đi chạy lại
反问,"hỏi lại, hỏi vặn lại",fǎnwèn,我等他把所有的问题都提完了，反问他一句，'你说这些问题该怎么解决呢?',"tôi đợi anh ấy nói hết mọi vấn đề rồi hỏi lại một câu, 'anh nói mấy vấn đề này nên giải quyết thế nào'?"
实践,thực hiện,shíjiàn,实践出真知。,có thực tiễn mới thực sự hiểu biết.
暗示,"ám thị, ra hiệu",ànshì,他用眼睛暗示我，让我走去,anh ta đưa mắt ra hiệu ngầm bảo tôi lảng ra chỗ khác
音乐,âm nhạc,yīnyuè,,
九,"chín, số 9",jiǔ,数九。,vào đông.
偏差,độ lệch,piānchā,第一发炮弹打歪了，修正了偏差后，第二发便击中了目标。,"phát đạn thứ nhất bắn trật, sau khi sửa lại độ lệch, phát đạn thứ hai đã bắn trúng."
摄氏度,độ C,shèshìdù,,
栽培,"vun xới, vun trồng",zāipéi,栽培水稻,vun trồng lúa nước
核心,trung tâm,héxīn,领导核心,nòng cốt lãnh đạo.
运算,"làm toán, tính toán",yùnsuàn,,
砖瓦,ngói,zhuān wǎ,,
磨合,chạy thử,móhé,,
销毁,"tiêu hủy, phá hủy",xiāohuǐ,销毁铜元。,nung chảy tiền đồng.
昔日,trước kia,xīrì,昔日的荒山，今天已经栽满了果树。,đồi núi hoang vu xưa kia nay đã trồng kín cây ăn quả.
曾经,"từng, đã từng",céngjīng,他曾经多次立过战功,anh ta đã từng nhiều lần lập chiến công
豪迈,khí phách hào hùng,háomài,气概豪迈,khí khái hào hùng
会,có thể,huì,会合,tụ hợp lại; hợp lại
短信,tin nhắn,duǎnxìn,,
繁荣,phồn vinh,fánróng,经济繁荣,kinh tế phát triển mạnh; kinh tế phồn vinh.
农业,nông nghiệp,nóngyè,,
注释,chú ý,zhùshì,,
舟,thuyền,zhōu,轻舟,thuyền nhẹ
威风,uy phong,wēifēng,威风凛凛,oai phong lẫm liệt
位,vị,wèi,部位,bộ vị
名牌,thương hiệu nổi tiếng,míngpái,名牌货。,hàng có tiếng.
嘛,"đi, mà",ma,有意见就提嘛。,có ý kiến thì nêu ra đi.
不必,không cần,bùbì,不必去得太早。,không cần phải đi sớm quá
医生,bác sĩ,yīshēng,,
吹捧,"tâng bốc, ca tụng",chuīpěng,,
学习,học tập,xuéxí,学习文化,học văn hoá
必需,cần,bìxū,空气和水是每个人所必需的。,không khí và nước là thứ thiết yếu của mỗi người
坑,"vũng, hố, lỗ",kēng,泥坑。,vũng bùn.
姐姐,chị gái,jiějiě,叔伯姐姐。,chị em chú bác.
信用卡,thẻ tín dụng,xìnyòngkǎ,,
答复,đáp lại,dáfù,答复读者提出的问题。,trả lời ý kiến bạn đọc.
面貌,diện mạo,miànmào,社会面貌。,tình hình xã hội; cảnh tượng của xã hội.
演变,phát triển,yǎnbiàn,宇宙间一切事物都是不断演变的。,mọi vật trong vũ trụ đều phát triển và thay đổi không ngừng.
六,"sáu, số 6",liù,,
索性,dứt khoát,suǒxìng,既然已经做了，索性就把它做完。,đã làm rồi thì dứt khoát làm cho xong.
楼,"nhà lầu, tầng",lóu,一座楼。,một ngôi nhà lầu.
描写,miêu tả,miáoxiě,描写风景。,miêu tả phong cảnh.
带领,dẫn dắt,dàilǐng,老同学带领新同学去见老师。,học sinh cũ đưa học sinh mới đi gặp thầy cô.
细节,chi tiết,xìjié,已洞悉一切细节。,Đã biết rõ mọi tình tiết.
携带,mang đeo,xiédài,携带家眷。,mang theo gia quyến
宏观,vĩ mô,hóngguān,宏观世界,thế giới vĩ mô
重视,coi trọng,zhòngshì,重视学习,coi trọng việc học
制定,"chế định, lập ra",zhìdìng,制定宪法,chế định hiến pháp
结构,"kết cấu, cấu trúc",jiégòu,文章的结构。,kết cấu bài văn.
思想,tư tưởng,sīxiǎng,他早有去农村参加农业生产的思想。,đã từ lâu anh ấy có ý nghĩ đến nông thôn để gia nhập vào sản xuất nông nghiệp.
排队,"xếp hàng, sắp xếp",páiduì,乘客排队上车。,hành khách xếp hàng lên xe.
胶水,"keo nước, hồ dán",jiāoshuǐ,,
捕捉,"bắt, tóm, chụp",bǔzhuō,捕捉害虫。,bắt sâu bọ; côn trùng có hại
符合,phù hợp,fúhé,符合事实,phù hợp sự thật.
忽略,bỏ qua,hūlüè,只追求数量，忽略了质量。,"chỉ chạy theo số lượng, xem nhẹ chất lượng."
以前,trước,yǐqián,解放以前,trước giải phóng
关照,chăm sóc,guānzhào,我走后，这里的工作请你多多关照。,"sau khi tôi đi, công việc ở đây mong anh quan tâm nhiều hơn nữa."
转折,"chuyển ngoặt, chuyển hướng",zhuǎnzhé,转折点,bước ngoặt
遗失,mất,yíshī,遗失证件。,làm mất giấy chứng nhận
教训,"giáo huấn, dạy bảo",jiàoxun,教训孩子。,dạy dỗ con cái.
群,"nhóm, loạt, bầy, đàn",qún,人群。,đám người。
博大精深,"uyên bác,uyên thâm",bódàjīngshēn,,
建设,xây dựng,jiànshè,经济建设。,kiến thiết nền kinh tế.
人格,nhân cách,réngé,人格高尚。,phẩm chất cao thượng.
爸爸,"cha, bố, ba",bàba,,
当地,địa phương,dāng dì,当地百姓,nhân dân nơi đó; dân chúng địa phương.
测验,"đo lường, kiểm nghiệm",cèyàn,民意测验。,thăm dò dư luận quần chúng; thăm dò ý dân
巴结,nịnh bợ,bājié,巴结领导,nịnh sếp
俯仰,nhất cử nhất động,fǔyǎng,俯仰由人,nhất cử nhất động đều bị người khác chi phối
半途而废,bỏ cuộc giữa chừng,bàntú'érfèi,,
产生,"xuất hiện, sản sinh",chǎnshēng,有了共产主义的伟大理想，就会产生无穷的力量 。,có được lý tưởng vĩ đại của chủ nghĩa cộng sản thì lực lượng sẽ phát triển vô cùng.
包裹,"bọc, gói",bāoguǒ,用布把伤口包裹起来,lấy vải băng vết thương lại
振奋,"phấn chấn, phấn khởi",zhènfèn,人人振奋。,mọi người đều phấn chấn.
漂亮,đẹp,piàoliang,长得漂亮。,dáng người xinh xắn.
密度,"độ dày, mật độ",mìdù,人口密度。,mật độ nhân khẩu.
以及,và,yǐjí,院子里种着大丽花、矢车菊、夹竹桃以及其他的花木。,"trong sân trồng hoa thược dược, trúc đào và các loại hoa cỏ khác."
源泉,"nguồn, cội nguồn",yuánquán,知识是力量的源泉。,tri thức là nguồn sức mạnh.
运气,vận may,yùnqì,他一运气，把石块搬了起来。,"anh ấy vừa vận công, đã dời được tảng đá đi rồi."
作用,tác dụng,zuòyòng,外界的事物作用于我们的感觉器官，在我们的头脑中形成形象。,"sự vật của thế giới bên ngoài ảnh hưởng lên cơ quan cảm giác của chúng ta, hình thành hình tượng trong não chúng ta."
去世,chết,qùshì,,
哥哥,anh trai,gēgē,叔伯哥哥,anh con chú con bác; anh em chú bác.
勇于,"duũng cảm, bạo dạn",yǒngyú,勇于负责,dũng cảm nhận trách nhiệm
平坦,bằng phẳng,píngtǎn,宽阔平坦的马路。,đường cái rộng rãi bằng phẳng.
通知,thông báo,tōngzhī,你回去通知大家，明天就动工。,"anh về báo tin cho mọi người, mai sẽ khởi công."
一流,cùng loại,yīliú,他是属于新派一流人物。,nó thuộc phái tân thời.
